Año Censal,Entidad,Municipio,Actividad Económica,A131A Valor agregado censal bruto (millones de pesos),H001D Horas trabajadas por Personal ocupado total (miles de Horas),Q000A Acervo total de activos fijos (millones de pesos)
2014,15 México,118 Zinacantepec,51 Información en medios masivos,0.123,23.04,0.125
2014,15 México,118 Zinacantepec,52 Servicios financieros y de seguros,4.96,143.384,0.698
2014,15 México,118 Zinacantepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6.353,273.476,27.329
2014,15 México,118 Zinacantepec,54 Servicios profesionales científicos y técnicos,4.897,215.548,4.108
2014,15 México,118 Zinacantepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,36.454,720.766,35.315
2014,15 México,118 Zinacantepec,61 Servicios educativos,66.838,666.304,18.776
2014,15 México,118 Zinacantepec,62 Servicios de salud y de asistencia social,9.467,566.136,17.317
2014,15 México,118 Zinacantepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.237,191.07,8.816
2014,15 México,118 Zinacantepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,48.13,2490.83,64.054
2014,15 México,118 Zinacantepec,81 Otros servicios excepto actividades gubernamentales,49.671,2705.686,67.249
2014,15 México,119 Zumpahuacán,31 - 33 industrias manufactureras,2.063,70.13,1.041
2014,15 México,119 Zumpahuacán,43 Comercio al por mayor,2.002,29.632,0.765
2014,15 México,119 Zumpahuacán,46 Comercio al por menor,17.696,509.1,6.487
2014,15 México,119 Zumpahuacán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.126,24.864,1.729
2014,15 México,119 Zumpahuacán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.617,26.784,1.103
2014,15 México,119 Zumpahuacán,62 Servicios de salud y de asistencia social,0.349,15.75,1.067
2014,15 México,119 Zumpahuacán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.108,5.352,0.141
2014,15 México,119 Zumpahuacán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.396,89.47,0.635
2014,15 México,119 Zumpahuacán,81 Otros servicios excepto actividades gubernamentales,0.96,45.78,0.534
2014,15 México,120 Zumpango,31 - 33 industrias manufactureras,103.63,4178.188,130.931
2014,15 México,120 Zumpango,43 Comercio al por mayor,222.995,1683.632,54.952
2014,15 México,120 Zumpango,46 Comercio al por menor,668.154,17160.97,535.495
2014,15 México,120 Zumpango,48 - 49 transportes correos y almacenamiento,6.866,200,14.091
2014,15 México,120 Zumpango,51 Información en medios masivos,42.926,247.184,0.961
2014,15 México,120 Zumpango,52 Servicios financieros y de seguros,25.209,482.688,6.494
2014,15 México,120 Zumpango,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,8.318,297.032,15.899
2014,15 México,120 Zumpango,54 Servicios profesionales científicos y técnicos,13.769,726.184,25.53
2014,15 México,120 Zumpango,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,7.071,557.878,12.107
2014,15 México,120 Zumpango,61 Servicios educativos,21.294,883.04,57.457
2014,15 México,120 Zumpango,62 Servicios de salud y de asistencia social,25.614,1177.822,36.119
2014,15 México,120 Zumpango,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,3.422,186.932,9.895
2014,15 México,120 Zumpango,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,51.173,2402.772,75.691
2014,15 México,120 Zumpango,81 Otros servicios excepto actividades gubernamentales,53.704,2681.908,75.147
2014,15 México,121 Cuautitlán Izcalli,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,79.563,1681,19.718
2014,15 México,121 Cuautitlán Izcalli,23 Construcción,63.29,1161.418,60.162
2014,15 México,121 Cuautitlán Izcalli,31 - 33 industrias manufactureras,24556.463,99380.906,19809.685
2014,15 México,121 Cuautitlán Izcalli,43 Comercio al por mayor,2236.952,14988.112,1012.382
2014,15 México,121 Cuautitlán Izcalli,46 Comercio al por menor,2972.591,74733.524,3552.583
2014,15 México,121 Cuautitlán Izcalli,48 - 49 transportes correos y almacenamiento,1362.961,24121.968,3043.023
2014,15 México,121 Cuautitlán Izcalli,51 Información en medios masivos,172.628,870.96,18.373
2014,15 México,121 Cuautitlán Izcalli,52 Servicios financieros y de seguros,357.713,243.056,6.171
2014,15 México,121 Cuautitlán Izcalli,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,167.079,1964.504,464.556
2014,15 México,121 Cuautitlán Izcalli,54 Servicios profesionales científicos y técnicos,184.675,3403.792,136.627
2014,15 México,121 Cuautitlán Izcalli,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,585.224,10665.768,173.87
2014,15 México,121 Cuautitlán Izcalli,61 Servicios educativos,536.889,11157.468,322.83
2014,15 México,121 Cuautitlán Izcalli,62 Servicios de salud y de asistencia social,107.891,4418.634,199.158
2014,15 México,121 Cuautitlán Izcalli,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,124.618,3241.578,298.126
2014,15 México,121 Cuautitlán Izcalli,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,467.239,14949.324,349.923
2014,15 México,121 Cuautitlán Izcalli,81 Otros servicios excepto actividades gubernamentales,475.231,10675.32,351.67
2014,15 México,122 Valle de Chalco Solidaridad,23 Construcción,1.627,19.348,1.584
2014,15 México,122 Valle de Chalco Solidaridad,31 - 33 industrias manufactureras,491.168,9349.704,511.551
2014,15 México,122 Valle de Chalco Solidaridad,43 Comercio al por mayor,73.57,3396.85,566.251
2014,15 México,122 Valle de Chalco Solidaridad,46 Comercio al por menor,880.881,33576.978,620.162
2014,15 México,122 Valle de Chalco Solidaridad,48 - 49 transportes correos y almacenamiento,7.817,384.152,17.766
2014,15 México,122 Valle de Chalco Solidaridad,51 Información en medios masivos,17.656,119.344,0.421
2014,15 México,122 Valle de Chalco Solidaridad,52 Servicios financieros y de seguros,27.654,484.72,10.505
2014,15 México,122 Valle de Chalco Solidaridad,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,15.591,801.768,56.991
2014,15 México,122 Valle de Chalco Solidaridad,54 Servicios profesionales científicos y técnicos,9.43,637.764,9.507
2014,15 México,122 Valle de Chalco Solidaridad,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,19.673,1308.18,70.591
2014,15 México,122 Valle de Chalco Solidaridad,61 Servicios educativos,51.9,2162.618,112.536
2014,15 México,122 Valle de Chalco Solidaridad,62 Servicios de salud y de asistencia social,30.771,2248.116,49.608
2014,15 México,122 Valle de Chalco Solidaridad,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,12.996,865.866,47.977
2014,15 México,122 Valle de Chalco Solidaridad,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,115.269,5797,102.227
2014,15 México,122 Valle de Chalco Solidaridad,81 Otros servicios excepto actividades gubernamentales,105.067,6470.376,103.116
2014,15 México,123 Luvianos,31 - 33 industrias manufactureras,7.128,482.14,9.36
2014,15 México,123 Luvianos,43 Comercio al por mayor,10.367,139.078,12.174
2014,15 México,123 Luvianos,46 Comercio al por menor,29.804,1672.872,41.016
2014,15 México,123 Luvianos,52 Servicios financieros y de seguros,0.686,12.864,0.058
2014,15 México,123 Luvianos,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.137,28.24,4.008
2014,15 México,123 Luvianos,54 Servicios profesionales científicos y técnicos,0.934,34.608,2.456
2014,15 México,123 Luvianos,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,2.638,128.472,2.677
2014,15 México,123 Luvianos,62 Servicios de salud y de asistencia social,0.413,67.192,1.448
2014,15 México,123 Luvianos,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.744,52.68,1.999
2014,15 México,123 Luvianos,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.451,344.196,6.912
2014,15 México,123 Luvianos,81 Otros servicios excepto actividades gubernamentales,5.798,342.304,11.976
2014,15 México,124 San José del Rincón,31 - 33 industrias manufactureras,2.808,296.856,4.983
2014,15 México,124 San José del Rincón,43 Comercio al por mayor,5.823,67.836,1.224
2014,15 México,124 San José del Rincón,46 Comercio al por menor,14.585,1390.102,19.337
2014,15 México,124 San José del Rincón,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.197,12.744,0.43
2014,15 México,124 San José del Rincón,54 Servicios profesionales científicos y técnicos,0.213,15.232,0.503
2014,15 México,124 San José del Rincón,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.264,46.35,1.199
2014,15 México,124 San José del Rincón,62 Servicios de salud y de asistencia social,1.202,49.18,1.115
2014,15 México,124 San José del Rincón,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.087,27.422,0.619
2014,15 México,124 San José del Rincón,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.132,199.526,2.026
2014,15 México,124 San José del Rincón,81 Otros servicios excepto actividades gubernamentales,0.881,165.32,3.472
2014,15 México,125 Tonanitla,31 - 33 industrias manufactureras,6.173,211.998,7.758
2014,15 México,125 Tonanitla,43 Comercio al por mayor,0.501,20.048,0.551
2014,15 México,125 Tonanitla,46 Comercio al por menor,8.528,608.768,17.259
2014,15 México,125 Tonanitla,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.213,21.096,0.326
2014,15 México,125 Tonanitla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.52,48.116,0.699
2014,15 México,125 Tonanitla,62 Servicios de salud y de asistencia social,0.18,52.956,0.392
2014,15 México,125 Tonanitla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.077,65.4,1.918
2014,15 México,125 Tonanitla,81 Otros servicios excepto actividades gubernamentales,1.292,125.524,4.467
